id,market_id,name,city,state,county,event_type,cadence,is_recurring_venue,food_truck_friendly,trip_type,verification_status,needs_confirmation,distance_from_columbia_mi,month,typical_dates,attendance_estimate,attendance_text,food_vendor_fee,application_method,contact_name,contact_email,contact_phone,homepage_url,primary_source_url,lat,lng,notes,last_verified
213,25,Show Me State BBQ Cook Off,Kennett,MO,Dunklin,bbq_fest,annual,false,concession_friendly,overnight,verified,false,250,May,May 9 (2026),,,Not researched,Contact the Kennett Jaycees (kennettjaycees.com),,,,kennettjaycees.com,kennettjaycees.com,36.23290,-90.05570,KCBS-sanctioned BBQ cook-off (chicken/ribs/pork/brisket); food vendors.,2026-06-18
214,25,Caruthersville Backyard BBQ Festival,Caruthersville,MO,Pemiscot,bbq_fest,annual,false,concession_friendly,overnight,verified,false,270,July,Jul 31 - Aug 1,,,Not researched,Contact the Caruthersville Chamber (Facebook: Backyard BBQ Festival),,,,,,36.19280,-89.65560,Riverfront BBQ festival (Jul 31 - Aug 1).,2026-06-18
215,25,Campbell Peach Fair,Campbell,MO,Dunklin,county_fair,annual,false,unconfirmed,overnight,verified,true,255,August,3rd week Aug (verify),,,Not researched,,,,,,,36.49420,-90.07400,"Small-town peach festival. Batch-4 (rest of state) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
216,25,Clarkton Purple Hull Pea Festival,Clarkton,MO,Dunklin,festival,annual,false,unconfirmed,overnight,verified,true,245,August,4th week Aug (verify),,,Not researched,,,,,,,36.45170,-89.96700,"Small-town festival. Batch-4 (rest of state) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
217,26,St. Joseph Apple Blossom Festival,St. Joseph,MO,Buchanan,festival,annual,false,concession_friendly,day_trip,verified,false,150,May,First Saturday May (2026),,,Not researched,Contact the Apple Blossom Committee (816-259-6086),Apple Blossom Committee,,816-259-6086,appleblossomparade.com,appleblossomparade.com,39.77210,-94.84660,City-wide May festival: parade + BBQ contest at Civic Center Park.,2026-06-18
218,26,Trails West Festival,St. Joseph,MO,Buchanan,festival,annual,false,concession_friendly,day_trip,verified,false,150,August,August (2026),,,Not researched,Contact the Allied Arts Council (816-233-0231),Allied Arts Council,,816-233-0231,trailswestfestival.com,trailswestfestival.com,39.76510,-94.84660,"Outdoor arts festival: fine/folk/culinary arts, music, food vendors.",2026-06-18
219,26,NW Missouri State Fair,Bethany,MO,Harrison,state_fair,annual,false,concession_friendly,day_trip,verified,false,135,August,"Aug 27-31 (2026, Labor Day wknd)",,,Not researched,Vendor info via nwmostatefair.com,NW Missouri State Fair,nwmostatefair@gmail.com,660-425-6951,nwmostatefair.com,nwmostatefair.com,40.26810,-94.02770,"Regional fair since 1916, Labor Day weekend (Aug 27-31, 2026).",2026-06-18
220,26,Nodaway County Fair,Maryville,MO,Nodaway,county_fair,annual,false,concession_friendly,overnight,verified,false,180,July,Jul 9-11 (2026),,,Not researched,Commercial vendor registration at nodcofair.org/registration-forms,Nodaway County Fair,,,nodcofair.org,nodcofair.org,40.34580,-94.87220,"County fair: carnival, parade, food (Jul 9-11, 2026).",2026-06-18
221,4,Carthage Maple Leaf Festival,Carthage,MO,Jasper,art_fair,annual,false,concession_friendly,overnight,verified,false,165,October,Oct 10-17 (2026),,,Not researched,Arts/crafts & food vendor application via the Carthage Chamber (carthagechamber.com),Carthage Chamber,info@carthagechamber.com,417-358-2373,mapleleaffestival.com,mapleleaffestival.com,37.17290,-94.31020,"60th yr (Oct 10-17, 2026); large parade, craft & food vendors.",2026-06-18
222,4,Neosho Fall Festival,Neosho,MO,Newton,festival,annual,false,explicit_yes,overnight,verified,false,185,October,Oct 3 (2026),,,Not researched,Online Event Participant Application at neoshomo.gov (food trucks welcome),City of Neosho / Jessica Johnson,jjohnson@neoshomo.gov,417-451-8050,neoshomo.gov,neoshomo.gov,36.86890,-94.36800,"Historic downtown Neosho; vendors, food trucks welcome & exhibitors. 1st Sat of October.",2026-06-18
223,4,Apple Butter Makin' Days,Mount Vernon,MO,Lawrence,festival,annual,false,concession_friendly,overnight,verified,false,175,October,Mid-October (2026),,,Not researched,Craft & food/concession applications via Eventeny (mtvchamber.com); food jury after May 1,Mt. Vernon Area Chamber,,,mtvchamber.com,mtvchamber.com,37.10310,-93.80880,Courthouse-square festival since 1967: craft & food vendors.,2026-06-18
224,4,Lamar Free Fair,Lamar,MO,Barton,county_fair,annual,false,concession_friendly,overnight,verified,false,155,August,Aug 22-29 (2026),,,Not researched,Contact Terry Moore (417-682-2446) or the Barton County Chamber (417-682-3595),Terry Moore,,417-682-2446,bartoncounty.com,bartoncounty.com,37.49530,-94.27660,"Downtown square (Aug 22-29, 2026): carnival, food, vendors, parade.",2026-06-18
225,4,Webb City Mining Days Festival,Webb City,MO,Jasper,festival,annual,false,explicit_yes,overnight,verified,false,170,September,Sep 12 (2026),,,Not researched,Contact Webb City Hall (417-673-4651); Mining Days Event Center,Webb City Hall,,417-673-4651,webbcitymo.org,webbcitymo.org,37.14650,-94.46330,"At King Jack Park (Sep 12, 2026): car show, food trucks welcome, local vendors, music.",2026-06-18
226,27,Indiana State Fair,Indianapolis,IN,Marion,state_fair,annual,false,unconfirmed,overnight,verified,true,480,August,Aug 7-23 (2026),,,Not researched,,,,,indianastatefair.com,indianastatefair.com,39.77190,-86.15810,"Major state fair (closed Mondays). Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
227,27,500 Festival Parade,Indianapolis,IN,Marion,festival,annual,false,unconfirmed,overnight,verified,true,480,May,May 23 (2026),,,Not researched,,,,,500festival.com,500festival.com,39.77087,-86.15563,"Large downtown Indy 500 parade. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
228,27,Talbot Street Art Fair,Indianapolis,IN,Marion,art_fair,annual,false,unconfirmed,overnight,verified,true,480,June,Jun 20-21 (2026),,,Not researched,,,,,talbotstreet.org,talbotstreet.org,39.76840,-86.15460,"Long-running juried art fair, food vendors. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
229,27,Indiana Black Expo Summer Celebration,Indianapolis,IN,Marion,festival,annual,false,unconfirmed,overnight,verified,true,480,July,Jul 9-19 (2026),,,Not researched,,,,,indianablackexpo.com,indianablackexpo.com,39.76593,-86.15563,"Large cultural celebration. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
230,27,Penrod Arts Fair,Indianapolis,IN,Marion,art_fair,annual,false,unconfirmed,overnight,verified,true,480,September,Sat after Labor Day (verify),,,Not researched,,,,,,,39.76490,-86.15810,"Arts fair at the Indianapolis Museum of Art. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
231,27,Fountain Square Art Festival,Indianapolis,IN,Marion,art_fair,annual,false,unconfirmed,overnight,verified,true,480,April,Apr 18 (2026),,,Not researched,,,,,,,39.76593,-86.16057,"Neighborhood art/street festival. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
232,27,FOODEESFEST Indianapolis,Indianapolis,IN,Marion,festival,annual,false,explicit_yes,overnight,verified,false,480,September,Sep 18-20 (2026),,,Not researched,,,,,foodeesfest.com,foodeesfest.com,39.76840,-86.16160,"Food-truck festival; food trucks welcome (40+ vendors). Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
233,27,First Friday Food Truck Festival,Indianapolis,IN,Marion,food_truck_rally,monthly,false,explicit_yes,overnight,verified,false,480,,"First Friday monthly, May-Oct",,,Not researched,,,,,,,39.77087,-86.16057,"Food trucks welcome; 25+ local trucks at Old National Centre lot. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
234,27,CarmelFest,Carmel,IN,Hamilton,festival,annual,false,unconfirmed,overnight,verified,true,480,July,Jul 3-4 (2026),,,Not researched,,,,,,,39.98190,-86.11800,"Large July 4th fest: food booths, parade. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
235,27,Carmel International Arts Festival,Carmel,IN,Hamilton,art_fair,annual,false,unconfirmed,overnight,verified,true,480,September,Sep 26-27 (2026),,,Not researched,,,,,,,39.97490,-86.11800,"Juried art festival in the Arts & Design District. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
236,27,Indiana Peony Festival,Noblesville,IN,Hamilton,festival,annual,false,unconfirmed,overnight,verified,true,490,May,May 16 (2026),,,Not researched,,,,,,,40.04910,-86.00860,"Springtime festival, vendors & family activities. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
237,27,HATCH Fest,Noblesville,IN,Hamilton,festival,annual,false,unconfirmed,overnight,verified,true,490,June,Jun 14 (2026),,,Not researched,,,,,,,40.04210,-86.00860,"Makers/artisan festival on the downtown square. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
238,27,Our Lady of the Greenwood Parish Festival,Greenwood,IN,Johnson,festival,annual,false,unconfirmed,overnight,verified,true,470,June,Jun 3-6 (2026),,,Not researched,,,,,,,39.61370,-86.10670,"Parish festival with food & rides. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
239,27,Plainfield Quaker Day Festival,Plainfield,IN,Hendricks,festival,annual,false,unconfirmed,overnight,verified,true,470,September,Sep 19 (2026),,,Not researched,,,,,visithendrickscounty.com,visithendrickscounty.com,39.70420,-86.39940,"Heritage festival: crafts, food, music, parade. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
240,27,Riley Festival,Greenfield,IN,Hancock,festival,annual,false,unconfirmed,overnight,verified,true,490,October,First Thursday Oct (4-day),,,Not researched,,,,,rileyfestival.com,rileyfestival.com,39.78470,-85.76940,"Indiana's largest 4-day festival. Indianapolis-metro lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
241,28,Moccasin Creek Festival,Effingham,IL,Effingham,festival,annual,false,unconfirmed,overnight,verified,true,200,June,Jun 18-21 (2026),,,Not researched,,,,,moccasincreekfestival.com,moccasincreekfestival.com,39.12350,-88.54340,"4-day Americana music festival. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
242,28,Summer Sundown Music Festival,Effingham,IL,Effingham,music_fest,annual,false,unconfirmed,overnight,verified,true,200,September,Sep 11-13 (2026),,,Not researched,,,,,summersundownfest.com,summersundownfest.com,39.11650,-88.54340,"Music festival. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
243,28,Vandalia Grand Levee,Vandalia,IL,Fayette,festival,annual,false,unconfirmed,overnight,verified,true,165,June,Jun 19-20 (2026),,,Not researched,,,,,,,38.96410,-89.09370,"Statehouse heritage fest: vendor fair, food trucks, farmers market. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
244,28,Fayette County Fair,Vandalia,IL,Fayette,county_fair,annual,false,unconfirmed,overnight,verified,true,165,July,Jul 13-14 (2026),,,Not researched,,,,,fayettecofair.org,fayettecofair.org,38.95710,-89.09370,"County fair. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
245,28,Bond County Fair,Greenville,IL,Bond,county_fair,annual,false,unconfirmed,day_trip,verified,true,150,August,First week of August (2026),,,Not researched,,,,,,,38.89220,-89.41370,"County fair at the Bond County Fairgrounds. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
246,28,Casey Popcorn Festival,Casey,IL,Clark,festival,annual,false,unconfirmed,overnight,verified,true,230,September,Sep 4-7 (2026),,,Not researched,,,,,popcornfestival.net,popcornfestival.net,39.29810,-87.99390,"Street festival, live entertainment (Casey of 'world's largest things'). I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
247,28,Clark County Fair,Marshall,IL,Clark,county_fair,annual,false,unconfirmed,overnight,verified,true,240,August,Aug 7-9 (2026),,,Not researched,,,,,,,39.39140,-87.69500,"County fair. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
248,28,Banks of the Wabash Festival,Terre Haute,IN,Vigo,festival,annual,false,unconfirmed,overnight,verified,true,280,May,May 21-30 (2026),,,Not researched,,,,,,,39.47020,-87.41390,"53rd yr; 10-day fest at Fairbanks Park: midway, fair food, crafts. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
249,28,Vigo County Fair,Terre Haute,IN,Vigo,county_fair,annual,false,unconfirmed,overnight,verified,true,280,July,Jul 11-18 (2026),,,Not researched,,,,,vigofair.com,vigofair.com,39.46495,-87.41087,"County fair: carnival, grandstand, fair food. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
250,28,Miracle on 7th Street,Terre Haute,IN,Vigo,festival,annual,false,unconfirmed,overnight,verified,true,280,December,Dec 4-5 (2026),,,Not researched,,,,,miracleon7thstreet.com,miracleon7thstreet.com,39.46495,-87.41693,"Downtown Christmas fest: craft & food vendors, parade. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
251,28,Clay County 4-H Fair,Brazil,IN,Clay,county_fair,annual,false,unconfirmed,overnight,verified,true,300,July,Jul 18-24 (2026),,,Not researched,,,,,clayfairgrounds.com,clayfairgrounds.com,39.52340,-87.12500,"County 4-H fair. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
252,28,Putnam County Fair,Greencastle,IN,Putnam,county_fair,annual,false,unconfirmed,overnight,verified,true,320,July,Jul 17-24 (2026),,,Not researched,,,,,putcofair.org,putcofair.org,39.64820,-86.86500,"County fair. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
253,28,First Friday Greencastle,Greencastle,IN,Putnam,festival,monthly,false,unconfirmed,overnight,verified,true,320,,First Friday monthly (May-Oct),,,Not researched,,,,,,,39.64120,-86.86500,"Downtown Greencastle monthly street event. I-70 corridor (STL-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
254,29,Heart of Illinois Fair,Peoria,IL,Peoria,art_fair,annual,false,unconfirmed,overnight,verified,true,230,July,Jul 14-18 (2026),,,Not researched,,,,,heartofillinoisfair.com,heartofillinoisfair.com,40.69710,-89.58900,"Regional fair: rides, concessions, concerts. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
255,29,Peoria Irish Fest,Peoria,IL,Peoria,festival,annual,false,unconfirmed,overnight,verified,true,230,August,Aug 28-30 (2026),,,Not researched,,,,,peoriairishfest.com,peoriairishfest.com,40.69010,-89.58900,"Cultural festival (formerly Erin Feis): Irish food, 4 stages. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
256,29,Galesburg Railroad Days,Galesburg,IL,Knox,festival,annual,false,unconfirmed,overnight,verified,true,210,June,Jun 25-28 (2026),,,Not researched,,,,,galesburgrailroaddays.net,galesburgrailroaddays.net,40.94780,-90.37120,"Community festival: vendors, food trucks, crafts. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
257,29,Sweet Corn Circus,Normal,IL,McLean,festival,annual,false,unconfirmed,overnight,verified,true,230,September,Early September (verify),,,Not researched,,,,,normalil.gov,normalil.gov,40.51420,-88.99060,"Free community festival in Uptown Normal: vendor marketplace, sweet corn. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
258,29,McLean County Fair,Bloomington,IL,McLean,county_fair,annual,false,unconfirmed,overnight,verified,true,230,August,Summer (verify 2026),,,Not researched,,,,,mcleancountyfair.org,mcleancountyfair.org,40.48420,-88.99370,"Large county 4-H fair: carnival, grandstand, fair food. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
259,29,Champaign County Fair,Urbana,IL,Champaign,county_fair,annual,false,unconfirmed,overnight,verified,true,255,July,Jul 25 - Aug 1 (2026),,,Not researched,,,,,,,40.11410,-88.20730,"County fair in Urbana. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
260,29,Urbana Sweetcorn Festival,Urbana,IL,Champaign,festival,annual,false,unconfirmed,overnight,verified,true,255,August,Late August (2026),,,Not researched,,,,,,,40.10710,-88.20730,"Downtown Urbana street festival (~50k attendance). I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
261,29,Vermilion County Fair,Danville,IL,Vermilion,county_fair,annual,false,unconfirmed,overnight,verified,true,290,June,Jun 24-28 (2026),,,Not researched,,,,,vermilioncountyfair.org,vermilioncountyfair.org,40.12450,-87.63000,"County fair & expo: carnival rides. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
262,29,Crawfordsville Strawberry Festival,Crawfordsville,IN,Montgomery,festival,annual,false,unconfirmed,overnight,verified,true,340,June,2nd weekend June (2026),,,Not researched,,,,,crawfordsvillestrawberryfest.com,crawfordsvillestrawberryfest.com,40.04110,-86.87450,"Downtown fest at Lane Place: food, arts/crafts vendors, entertainment. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
263,29,Covington Apple Fest,Covington,IN,Fountain,festival,monthly,false,unconfirmed,overnight,verified,true,320,September,Last Saturday September (2026),,,Not researched,,,,,,,40.14170,-87.39530,"Downtown-square apple festival. I-74 corridor (QC-Indy) lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
264,30,Kentucky State Fair,Louisville,KY,Jefferson,state_fair,annual,false,unconfirmed,overnight,verified,true,360,August,Aug 20-30 (2026),,,Not researched,,,,,kystatefair.org,kystatefair.org,38.25620,-85.75850,"Major state fair at the KY Expo Center. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
265,30,St. James Court Art Show,Louisville,KY,Jefferson,festival,annual,false,unconfirmed,overnight,verified,true,360,October,Oct 2-4 (2026),,,Not researched,,,,,stjamescourtartshow.com,stjamescourtartshow.com,38.25270,-85.75500,"600+ artists in Old Louisville; food vendors. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
266,30,Kentucky Derby Festival,Louisville,KY,Jefferson,festival,annual,false,unconfirmed,overnight,verified,true,360,April,Apr-May (Fest-a-Ville Apr 22-25),,,Not researched,,,,,kdf.org,kdf.org,38.24920,-85.75850,"Weeks of events incl. Kroger's Fest-a-Ville. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
267,30,NuLu Summer Fest,Louisville,KY,Jefferson,festival,annual,false,unconfirmed,overnight,verified,true,360,July,Jul 18 (2026),,,Not researched,,,,,,,38.25270,-85.76200,"NuLu neighborhood street festival. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
268,30,Harvest Homecoming,New Albany,IN,Floyd,festival,annual,false,unconfirmed,overnight,verified,true,360,October,Oct 8-11 (2026),,,Not researched,,,,,harvesthomecoming.com,harvesthomecoming.com,38.28560,-85.82410,"One of Indiana's largest fests: parade, rides, booths. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
269,30,Jammin' in Jeff,Jeffersonville,IN,Clark,festival,annual,false,unconfirmed,overnight,verified,true,390,,Summer Friday nights (RiverStage),,,Not researched,,,,,gosoin.com,gosoin.com,38.27760,-85.73720,"Riverfront concert series with night market, food trucks. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
270,30,Kentucky Bourbon Festival,Bardstown,KY,Nelson,festival,annual,false,unconfirmed,overnight,verified,true,350,September,Sep 10-13 (2026),,,Not researched,,,,,kybourbonfestival.com,kybourbonfestival.com,37.80930,-85.46690,"Bourbon Capital fest: 40+ vendors in the Bourbon Marketplace. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
271,30,Highland Farms Country Fest,Elizabethtown,KY,Hardin,festival,annual,false,unconfirmed,overnight,verified,true,330,September,Labor Day weekend (2026),,,Not researched,,,,,highlandfarmscountryfest.com,highlandfarmscountryfest.com,37.69360,-85.85910,"Country music festival. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
272,30,Seymour Oktoberfest,Seymour,IN,Jackson,oktoberfest,annual,false,unconfirmed,overnight,verified,true,390,October,Oct 1-3 (2026),,,Not researched,,,,,seymouroktoberfest.com,seymouroktoberfest.com,38.95920,-85.89020,"German heritage fest: food, music, bier gartens, parade. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
273,31,West Side Nut Club Fall Festival,Evansville,IN,Vanderburgh,festival,annual,false,unconfirmed,overnight,verified,true,230,October,First full week of October,,,Not researched,,,,,nutclubfallfestival.com,nutclubfallfestival.com,37.97510,-87.57110,"One of the largest US street festivals; huge food-vendor row. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
274,31,ShrinersFest,Evansville,IN,Vanderburgh,festival,annual,false,unconfirmed,overnight,verified,true,230,May,May (2026),,,Not researched,,,,,,,37.96985,-87.56807,"Riverfront fest: car show, carnival, live music, food trucks. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
275,31,Frog Follies,Evansville,IN,Vanderburgh,festival,annual,false,unconfirmed,overnight,verified,true,230,August,Aug 28-30 (2026),,,Not researched,,,,,,,37.96985,-87.57413,"Street-rod show & festival with food. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
276,31,Mt. Vernon Fall Fest,Mt. Vernon,IL,Jefferson,festival,annual,false,unconfirmed,overnight,verified,true,165,September,Sep 25-26 (2026),,,Not researched,,,,,mtvfestivals.com,mtvfestivals.com,38.31730,-88.90310,"Downtown Mt. Vernon IL festival: entertainment, vendors. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
277,31,W.C. Handy Blues & Barbecue Festival,Henderson,KY,Henderson,festival,annual,false,unconfirmed,overnight,verified,true,235,June,Jun 17-20 (2026),,,Not researched,,,,,handyblues.org,handyblues.org,37.83610,-87.59000,"One of the largest free US music festivals; BBQ. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
278,31,BBQ & Barrels (International Bar-B-Q Festival),Owensboro,KY,Daviess,bbq_fest,annual,false,unconfirmed,overnight,verified,true,270,May,May 8-9 (2026),,,Not researched,,,,,bbqandbarrels.com,bbqandbarrels.com,37.77420,-87.11330,"45-yr BBQ/bourbon fest downtown: cooking teams, food vendors, carnival. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
279,27,Ethnic Expo,Columbus,IN,Bartholomew,festival,annual,false,unconfirmed,overnight,verified,true,420,October,Oct 9-10 (2026),,,Not researched,,,,,ethnicexpo.org,ethnicexpo.org,39.20140,-85.92140,"Columbus IN cultural fest: international food & marketplace (~35k). Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
280,17,Bowling Green International Festival,Bowling Green,KY,Warren,festival,annual,false,unconfirmed,overnight,verified,true,370,September,Sep 26 (2026),,,Not researched,,,,,bginternationalfest.com,bginternationalfest.com,36.96850,-86.48080,"Cultural fest at Circus Square Park: world cuisine, bazaar. Corridor lightweight capture (STL/Indy-Louisville-Nashville) — confirm food-truck fit, fee & application.",2026-06-18
281,16,West Tennessee State Fair,Henderson,TN,Chester,state_fair,annual,false,unconfirmed,overnight,verified,true,330,October,Oct 16+ (2026),,,Not researched,,,,,wtsfair.com,wtsfair.com,35.43920,-88.63980,"Regional fair (moved from Jackson to Henderson TN): rides, food vendors. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
282,16,West Memphis Freedom Fest,West Memphis,AR,Crittenden,festival,annual,false,unconfirmed,overnight,verified,true,280,June,~Jun 26 (2026),,,Not researched,,,,,visitwestmemphis.com,visitwestmemphis.com,35.15000,-90.18450,"July-4th festival at Tilden Rodgers Park. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
283,16,Broadway Food Truck Fest,West Memphis,AR,Crittenden,food_truck_rally,annual,false,explicit_yes,overnight,verified,false,280,June,Jun 6 (2026),,,Not researched,,,,,visitwestmemphis.com,visitwestmemphis.com,35.14300,-90.18450,"Downtown food-truck festival; food trucks welcome. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
284,14,Johnson County Peach Festival,Clarksville,AR,Johnson,festival,annual,false,unconfirmed,overnight,verified,true,370,July,Jul 16-18 (2026),,,Not researched,,,,,jocopeachfest.com,jocopeachfest.com,35.47150,-93.46660,"Court-square festival in Clarksville AR. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
285,15,Pope County Fair,Russellville,AR,Pope,county_fair,annual,false,unconfirmed,overnight,verified,true,340,September,Sep 15-19 (2026),,,Not researched,,,,,popecountyfair.com,popecountyfair.com,35.27840,-93.13380,"County fair (commercial booths available). Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
286,12,Huff 'n Puff Hot Air Balloon Rally,Topeka,KS,Shawnee,balloon_fest,annual,false,unconfirmed,overnight,verified,true,190,September,Sep 11-13 (2026),,,Not researched,,,,,huff-n-puff.org,huff-n-puff.org,39.05080,-95.67520,"Hot-air balloon rally at Mount Hope Balloon Field. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
287,12,Fiesta Topeka (Fiesta Mexicana),Topeka,KS,Shawnee,festival,annual,false,unconfirmed,overnight,verified,true,190,July,Jul 14-18 (2026),,,Not researched,,,,,fiestatopeka.com,fiestatopeka.com,39.04555,-95.67217,"Our Lady of Guadalupe cultural fiesta: food, music. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
288,12,Mulvane Mountain/Plains Art Fair,Topeka,KS,Shawnee,art_fair,annual,false,unconfirmed,overnight,verified,true,190,June,First weekend June (2026),,,Not researched,,,,,,,39.04555,-95.67823,"Art fair on the Washburn University campus. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
289,2,Lawrence Busker Festival,Lawrence,KS,Douglas,festival,annual,false,unconfirmed,overnight,verified,true,165,May,May 22-24 (2026),,,Not researched,,,,,lawrencebuskerfest.com,lawrencebuskerfest.com,38.97170,-95.23530,"Downtown Lawrence street-performance festival. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
290,12,Great American Market,Emporia,KS,Lyon,festival,annual,false,unconfirmed,overnight,verified,true,210,September,Sep 12 (2026),,,Not researched,,,,,emporiamainstreet.com,emporiamainstreet.com,38.40390,-96.18170,"Large downtown outdoor market: vendors & food trucks. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
291,11,Kansas Veterans Festival,El Dorado,KS,Butler,festival,annual,false,unconfirmed,overnight,verified,true,290,June,3rd weekend June (2026),,,Not researched,,,,,kansasveteransfestival.org,kansasveteransfestival.org,37.82050,-96.86250,"3-day festival at El Dorado Lake. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
292,11,Gold Fest,El Dorado,KS,Butler,festival,annual,false,unconfirmed,overnight,verified,true,290,September,4th weekend September (2026),,,Not researched,,,,,experienceeldo.com,experienceeldo.com,37.81350,-96.86250,"Family-friendly downtown El Dorado festival. Corridor lightweight capture — confirm food-truck fit, fee & application.",2026-06-18
